fish_id,fish_name,weight_kg,length_cm,catch_date,province,fishing_method,freshness_score,category_id,location_id,fisher_id,category_name,habitat,avg_price_per_kg,location_name,latitude,longitude,water_depth_m,temperature_celsius,salinity_ppt,fisher_name,experience_years,boat_type,boat_capacity_kg,home_port,license_number
4616,Tuna,15.9,168.7,8/27/2023,Sulawesi Selatan,Purse Seine,5.0,2,5,274,Demersal Fish,Sea Bottom,120000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_274,28,Motor Boat,1620,Kalimantan Selatan,LIC168891
4617,King Fish,15.63,82.1,3/10/2023,Jawa Barat,Hand Line,3.0,1,20,448,Pelagic Fish,Open Ocean,85000,Laut Natuna Zone J,4.826068,110.349063,59,28.7,31.0,Nelayan_448,7,Motor Boat,4735,Lampung,LIC326102
4618,Grouper,12.39,53.4,7/17/2023,Maluku,Gill Net,3.0,4,7,131,Freshwater Fish,Rivers/Lakes,45000,Laut Bali Zone G,-6.678901,134.916727,3840,30.5,33.9,Nelayan_131,27,Trawler,4219,Maluku,LIC756491
4619,Snapper,41.7,38.6,5/17/2023,Jawa Timur,Gill Net,6.0,1,2,294,Pelagic Fish,Open Ocean,85000,Laut Timor Zone B,-6.261366,116.469252,1153,29.3,33.6,Nelayan_294,38,Traditional Boat,2720,Kalimantan Selatan,LIC275739
4620,Grouper,41.2,73.7,7/23/2023,Bali,Trap,8.0,4,9,8,Freshwater Fish,Rivers/Lakes,45000,Laut Banda Zone I,5.850701,127.92157,3431,27.8,34.3,Nelayan_008,28,Traditional Boat,4884,Sumatera Utara,LIC126817
4621,Grouper,19.54,107.8,10/5/2023,Lampung,Hand Line,3.0,1,8,84,Pelagic Fish,Open Ocean,85000,Teluk Jakarta Zone H,2.416839,106.483533,62,29.3,30.4,Nelayan_084,36,Traditional Boat,1446,Papua,LIC829632
4622,Sardine,41.58,85.5,12/28/2023,Sumatera Utara,Gill Net,10.0,3,8,335,Reef Fish,Coral Reef,150000,Teluk Jakarta Zone H,2.416839,106.483533,62,29.3,30.4,Nelayan_335,11,Motor Boat,3855,Papua,LIC709995
4623,Herring,9.68,59.0,3/14/2023,Kalimantan Selatan,Purse Seine,6.0,1,18,7,Pelagic Fish,Open Ocean,85000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_007,27,Fishing Vessel,1817,Jawa Barat,LIC422351
4624,Yellowtail,12.93,188.9,3/26/2023,Jawa Barat,Purse Seine,6.0,3,12,369,Reef Fish,Coral Reef,150000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_369,39,Motor Boat,3921,Sulawesi Selatan,LIC612123
4625,Herring,48.45,32.8,6/15/2023,Jawa Timur,Purse Seine,10.0,5,8,370,Anadromous Fish,Sea/Freshwater,200000,Teluk Jakarta Zone H,2.416839,106.483533,62,29.3,30.4,Nelayan_370,26,Traditional Boat,4222,Lampung,LIC393171
4626,Herring,5.88,45.4,1/16/2023,Kalimantan Selatan,Trap,4.0,5,2,212,Anadromous Fish,Sea/Freshwater,200000,Laut Timor Zone B,-6.261366,116.469252,1153,29.3,33.6,Nelayan_212,16,Trawler,4774,Sumatera Utara,LIC511873
4627,Snapper,2.34,188.1,1/2/2023,Sulawesi Selatan,Trap,7.0,3,15,440,Reef Fish,Coral Reef,150000,Laut Bali Zone E,-2.619515,134.485533,1911,25.3,34.0,Nelayan_440,33,Trawler,2066,Jawa Timur,LIC857537
4628,Sardine,16.44,143.4,11/17/2023,Maluku,Hand Line,9.0,2,16,483,Demersal Fish,Sea Bottom,120000,Laut Arafura Zone F,-6.904449,117.914844,459,31.7,31.3,Nelayan_483,16,Trawler,3766,Sulawesi Selatan,LIC760553
4629,Anchovy,11.71,179.5,8/18/2023,Jawa Timur,Hand Line,9.0,1,7,89,Pelagic Fish,Open Ocean,85000,Laut Bali Zone G,-6.678901,134.916727,3840,30.5,33.9,Nelayan_089,37,Motor Boat,4145,Jawa Barat,LIC311284
4630,Sardine,5.47,174.5,7/7/2023,Sulawesi Selatan,Trawling,1.0,5,1,153,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_153,37,Trawler,845,Kalimantan Selatan,LIC364566
4631,Amberjack,47.16,168.2,12/9/2023,Lampung,Trawling,6.0,1,12,397,Pelagic Fish,Open Ocean,85000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_397,14,Trawler,2675,Jawa Timur,LIC200926
4632,Snapper,18.07,114.8,9/29/2023,Maluku,Gill Net,10.0,3,16,309,Reef Fish,Coral Reef,150000,Laut Arafura Zone F,-6.904449,117.914844,459,31.7,31.3,Nelayan_309,9,Motor Boat,117,Bali,LIC321515
4633,Catfish,40.81,41.1,11/9/2023,Jawa Timur,Hand Line,7.0,2,10,11,Demersal Fish,Sea Bottom,120000,Laut Flores Zone J,2.90322,137.906112,3634,26.9,31.5,Nelayan_011,17,Fishing Vessel,1019,Sulawesi Selatan,LIC150256
4634,Halibut,0.92,54.5,2/23/2023,Jawa Tengah,Purse Seine,4.0,2,1,152,Demersal Fish,Sea Bottom,120000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_152,17,Fishing Vessel,835,Jawa Timur,LIC321548
4635,King Fish,18.84,156.8,3/22/2023,Jawa Tengah,Trawling,8.0,3,2,155,Reef Fish,Coral Reef,150000,Laut Timor Zone B,-6.261366,116.469252,1153,29.3,33.6,Nelayan_155,31,Trawler,267,Bali,LIC475598
4636,Snapper,9.59,79.1,1/12/2023,Jawa Timur,Long Line,3.0,2,5,308,Demersal Fish,Sea Bottom,120000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_308,25,Trawler,1941,Bali,LIC390090
4637,Tuna,27.53,135.9,8/15/2023,Jawa Tengah,Hand Line,6.0,3,17,223,Reef Fish,Coral Reef,150000,Teluk Jakarta Zone G,-4.84266,127.424103,344,25.3,34.4,Nelayan_223,17,Traditional Boat,1597,Jawa Barat,LIC306845
4638,Pomfret,10.81,139.5,11/6/2023,Jawa Tengah,Hand Line,8.0,5,4,190,Anadromous Fish,Sea/Freshwater,200000,Laut Jawa Zone D,-8.014815,100.237065,2780,29.8,33.5,Nelayan_190,36,Traditional Boat,2337,Bali,LIC983764
4639,Flounder,29.9,177.8,3/2/2023,Jawa Tengah,Trap,5.0,1,3,164,Pelagic Fish,Open Ocean,85000,Laut Natuna Zone C,2.105336,123.630308,2780,26.0,33.8,Nelayan_164,12,Trawler,1125,Jawa Tengah,LIC891844
4640,Trout,8.34,31.4,4/10/2023,Bali,Trawling,8.0,3,18,107,Reef Fish,Coral Reef,150000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_107,25,Trawler,1792,Sumatera Utara,LIC846040
4641,Anchovy,31.6,71.4,10/20/2023,Kalimantan Selatan,Purse Seine,10.0,4,19,218,Freshwater Fish,Rivers/Lakes,45000,Laut Bali Zone I,-5.670297,111.70617,481,27.2,30.6,Nelayan_218,1,Fishing Vessel,1673,Kalimantan Selatan,LIC766032
4642,Flounder,38.26,37.0,10/20/2023,Jawa Tengah,Gill Net,4.0,3,12,181,Reef Fish,Coral Reef,150000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_181,18,Motor Boat,1330,Jawa Tengah,LIC684505
4643,Snapper,47.74,194.6,12/17/2023,Bali,Hand Line,9.0,3,19,380,Reef Fish,Coral Reef,150000,Laut Bali Zone I,-5.670297,111.70617,481,27.2,30.6,Nelayan_380,23,Traditional Boat,2932,Lampung,LIC529119
4644,Tilapia,47.9,149.8,10/24/2023,Papua,Gill Net,2.0,5,15,127,Anadromous Fish,Sea/Freshwater,200000,Laut Bali Zone E,-2.619515,134.485533,1911,25.3,34.0,Nelayan_127,14,Traditional Boat,1238,Kalimantan Selatan,LIC836023
4645,Barramundi,22.5,187.8,11/19/2023,Sumatera Utara,Trap,1.0,2,2,175,Demersal Fish,Sea Bottom,120000,Laut Timor Zone B,-6.261366,116.469252,1153,29.3,33.6,Nelayan_175,34,Motor Boat,4946,Papua,LIC655275
4646,Herring,11.78,112.8,6/30/2023,Jawa Barat,Long Line,10.0,3,6,84,Reef Fish,Coral Reef,150000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_084,36,Traditional Boat,1446,Papua,LIC829632
4647,King Fish,26.06,60.5,2/20/2023,Sumatera Utara,Gill Net,4.0,4,17,397,Freshwater Fish,Rivers/Lakes,45000,Teluk Jakarta Zone G,-4.84266,127.424103,344,25.3,34.4,Nelayan_397,14,Trawler,2675,Jawa Timur,LIC200926
4648,Mahi-mahi,10.83,119.7,6/2/2023,Sumatera Utara,Trap,7.0,2,11,7,Demersal Fish,Sea Bottom,120000,Laut Banda Zone A,-8.540343,129.05869,1139,29.4,30.9,Nelayan_007,27,Fishing Vessel,1817,Jawa Barat,LIC422351
4649,Tuna,30.56,191.6,7/16/2023,Jawa Barat,Gill Net,9.0,1,18,344,Pelagic Fish,Open Ocean,85000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_344,13,Trawler,1850,Maluku,LIC389323
4650,Catfish,30.8,83.2,10/5/2023,Sumatera Utara,Hand Line,4.0,3,1,116,Reef Fish,Coral Reef,150000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_116,37,Trawler,1873,Jawa Timur,LIC839187
4651,Flounder,48.54,145.0,10/31/2023,Sulawesi Selatan,Long Line,3.0,5,1,453,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_453,32,Motor Boat,4685,Jawa Barat,LIC288419
4652,Snapper,1.68,147.5,12/31/2023,Papua,Gill Net,2.0,1,7,489,Pelagic Fish,Open Ocean,85000,Laut Bali Zone G,-6.678901,134.916727,3840,30.5,33.9,Nelayan_489,8,Traditional Boat,3438,Papua,LIC616353
4653,Sole,3.97,164.9,7/24/2023,Bali,Long Line,9.0,2,16,287,Demersal Fish,Sea Bottom,120000,Laut Arafura Zone F,-6.904449,117.914844,459,31.7,31.3,Nelayan_287,11,Fishing Vessel,4815,Jawa Timur,LIC505706
4654,Carp,6.03,36.0,2/2/2023,Jawa Timur,Trawling,9.0,4,14,482,Freshwater Fish,Rivers/Lakes,45000,Laut Flores Zone D,4.426029,112.995942,104,26.1,31.0,Nelayan_482,37,Fishing Vessel,366,Bali,LIC371878
4655,Tilapia,40.31,64.9,8/23/2023,Kalimantan Selatan,Trawling,3.0,2,17,405,Demersal Fish,Sea Bottom,120000,Teluk Jakarta Zone G,-4.84266,127.424103,344,25.3,34.4,Nelayan_405,20,Motor Boat,1510,Lampung,LIC474926
4656,Herring,40.07,196.7,2/12/2023,Bali,Gill Net,2.0,1,5,128,Pelagic Fish,Open Ocean,85000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_128,32,Fishing Vessel,244,Kalimantan Selatan,LIC479544
4657,Anchovy,35.39,22.2,1/5/2023,Sumatera Utara,Hand Line,8.0,3,6,254,Reef Fish,Coral Reef,150000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_254,33,Trawler,1943,Maluku,LIC667428
4658,Catfish,46.7,112.7,9/10/2023,Lampung,Trawling,9.0,3,19,75,Reef Fish,Coral Reef,150000,Laut Bali Zone I,-5.670297,111.70617,481,27.2,30.6,Nelayan_075,2,Traditional Boat,2758,Maluku,LIC539666
4659,King Fish,45.75,52.3,2/9/2023,Sulawesi Selatan,Long Line,9.0,1,11,27,Pelagic Fish,Open Ocean,85000,Laut Banda Zone A,-8.540343,129.05869,1139,29.4,30.9,Nelayan_027,10,Traditional Boat,1711,Jawa Timur,LIC194561
4660,Snapper,13.25,85.0,7/11/2023,Lampung,Gill Net,2.0,3,2,93,Reef Fish,Coral Reef,150000,Laut Timor Zone B,-6.261366,116.469252,1153,29.3,33.6,Nelayan_093,28,Trawler,1016,Sulawesi Selatan,LIC197935
4661,Mackerel,39.45,74.0,7/24/2023,Kalimantan Selatan,Trawling,6.0,5,1,94,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_094,27,Fishing Vessel,1971,Jawa Tengah,LIC201481
4662,Carp,2.25,181.2,11/11/2023,Lampung,Trap,4.0,4,1,50,Freshwater Fish,Rivers/Lakes,45000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_050,31,Trawler,641,Maluku,LIC492543
4663,Sardine,6.93,66.3,4/10/2023,Papua,Trawling,9.0,2,17,264,Demersal Fish,Sea Bottom,120000,Teluk Jakarta Zone G,-4.84266,127.424103,344,25.3,34.4,Nelayan_264,40,Motor Boat,3059,Kalimantan Selatan,LIC771192
4664,Mahi-mahi,47.62,109.7,8/27/2023,Sulawesi Selatan,Gill Net,5.0,3,4,22,Reef Fish,Coral Reef,150000,Laut Jawa Zone D,-8.014815,100.237065,2780,29.8,33.5,Nelayan_022,36,Fishing Vessel,1043,Jawa Tengah,LIC647879
4665,Anchovy,22.89,22.9,5/28/2023,Jawa Barat,Purse Seine,2.0,5,14,82,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone D,4.426029,112.995942,104,26.1,31.0,Nelayan_082,5,Trawler,284,Lampung,LIC241040
4666,Trout,33.48,34.4,11/14/2023,Kalimantan Selatan,Gill Net,5.0,5,19,238,Anadromous Fish,Sea/Freshwater,200000,Laut Bali Zone I,-5.670297,111.70617,481,27.2,30.6,Nelayan_238,10,Trawler,525,Jawa Timur,LIC280033
4667,Barramundi,8.48,38.5,8/30/2023,Jawa Timur,Trap,9.0,5,9,248,Anadromous Fish,Sea/Freshwater,200000,Laut Banda Zone I,5.850701,127.92157,3431,27.8,34.3,Nelayan_248,25,Fishing Vessel,4213,Jawa Barat,LIC995674
4668,King Fish,46.4,123.5,6/4/2023,Sulawesi Selatan,Hand Line,5.0,3,8,437,Reef Fish,Coral Reef,150000,Teluk Jakarta Zone H,2.416839,106.483533,62,29.3,30.4,Nelayan_437,31,Fishing Vessel,364,Maluku,LIC168854
4669,Halibut,33.16,164.9,1/11/2023,Sulawesi Selatan,Purse Seine,2.0,4,10,142,Freshwater Fish,Rivers/Lakes,45000,Laut Flores Zone J,2.90322,137.906112,3634,26.9,31.5,Nelayan_142,32,Trawler,3279,Jawa Timur,LIC694906
4670,King Fish,38.52,130.5,8/31/2023,Kalimantan Selatan,Trap,7.0,1,19,409,Pelagic Fish,Open Ocean,85000,Laut Bali Zone I,-5.670297,111.70617,481,27.2,30.6,Nelayan_409,5,Motor Boat,2682,Sumatera Utara,LIC101030
4671,Flounder,40.15,156.0,4/18/2023,Bali,Purse Seine,5.0,3,12,412,Reef Fish,Coral Reef,150000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_412,25,Fishing Vessel,4268,Sulawesi Selatan,LIC319164
4672,Tuna,24.15,139.8,11/22/2023,Jawa Barat,Long Line,4.0,5,12,238,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_238,10,Trawler,525,Jawa Timur,LIC280033
4673,King Fish,15.22,76.5,11/3/2023,Maluku,Long Line,5.0,1,18,391,Pelagic Fish,Open Ocean,85000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_391,16,Traditional Boat,552,Kalimantan Selatan,LIC550790
4674,Trout,18.11,72.6,4/9/2023,Bali,Trawling,1.0,5,18,465,Anadromous Fish,Sea/Freshwater,200000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_465,35,Fishing Vessel,2709,Maluku,LIC406559
4675,Herring,14.45,188.0,5/11/2023,Papua,Gill Net,7.0,4,2,333,Freshwater Fish,Rivers/Lakes,45000,Laut Timor Zone B,-6.261366,116.469252,1153,29.3,33.6,Nelayan_333,15,Traditional Boat,1279,Kalimantan Selatan,LIC411059
4676,Pomfret,10.1,155.0,11/29/2023,Bali,Trawling,9.0,3,14,499,Reef Fish,Coral Reef,150000,Laut Flores Zone D,4.426029,112.995942,104,26.1,31.0,Nelayan_499,14,Traditional Boat,3659,Papua,LIC385541
4677,Tuna,16.27,139.3,6/17/2023,Lampung,Trawling,10.0,3,18,264,Reef Fish,Coral Reef,150000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_264,40,Motor Boat,3059,Kalimantan Selatan,LIC771192
4678,Yellowtail,25.11,77.2,9/20/2023,Jawa Timur,Trawling,6.0,5,4,218,Anadromous Fish,Sea/Freshwater,200000,Laut Jawa Zone D,-8.014815,100.237065,2780,29.8,33.5,Nelayan_218,1,Fishing Vessel,1673,Kalimantan Selatan,LIC766032
4679,Tilapia,37.25,97.6,3/31/2023,Bali,Purse Seine,2.0,1,12,342,Pelagic Fish,Open Ocean,85000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_342,39,Traditional Boat,4881,Sumatera Utara,LIC908877
4680,Swordfish,45.55,137.0,8/4/2023,Jawa Barat,Gill Net,8.0,3,18,463,Reef Fish,Coral Reef,150000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_463,20,Traditional Boat,1216,Sumatera Utara,LIC893142
4681,Carp,44.48,19.5,4/17/2023,Jawa Barat,Trap,6.0,1,8,110,Pelagic Fish,Open Ocean,85000,Teluk Jakarta Zone H,2.416839,106.483533,62,29.3,30.4,Nelayan_110,33,Trawler,2506,Bali,LIC733418
4682,Grouper,12.13,71.8,10/27/2023,Sulawesi Selatan,Purse Seine,1.0,5,16,433,Anadromous Fish,Sea/Freshwater,200000,Laut Arafura Zone F,-6.904449,117.914844,459,31.7,31.3,Nelayan_433,36,Traditional Boat,2285,Papua,LIC593834
4683,Snapper,46.88,113.3,10/20/2023,Sumatera Utara,Trap,1.0,2,20,36,Demersal Fish,Sea Bottom,120000,Laut Natuna Zone J,4.826068,110.349063,59,28.7,31.0,Nelayan_036,8,Fishing Vessel,2182,Sumatera Utara,LIC701417
4684,Halibut,18.66,79.6,10/23/2023,Jawa Timur,Purse Seine,10.0,1,11,81,Pelagic Fish,Open Ocean,85000,Laut Banda Zone A,-8.540343,129.05869,1139,29.4,30.9,Nelayan_081,36,Traditional Boat,744,Sulawesi Selatan,LIC262517
4685,Anchovy,14.67,162.7,4/15/2023,Lampung,Hand Line,5.0,4,13,10,Freshwater Fish,Rivers/Lakes,45000,Laut Banda Zone C,-6.811777,137.613943,2682,27.2,32.1,Nelayan_010,11,Traditional Boat,4111,Lampung,LIC321920
4686,Anchovy,48.1,191.5,11/2/2023,Papua,Trap,2.0,2,20,500,Demersal Fish,Sea Bottom,120000,Laut Natuna Zone J,4.826068,110.349063,59,28.7,31.0,Nelayan_500,39,Traditional Boat,133,Jawa Timur,LIC219074
4687,Sardine,3.59,116.0,8/4/2023,Jawa Tengah,Hand Line,7.0,5,4,227,Anadromous Fish,Sea/Freshwater,200000,Laut Jawa Zone D,-8.014815,100.237065,2780,29.8,33.5,Nelayan_227,10,Fishing Vessel,1615,Jawa Barat,LIC130310
4688,Carp,4.74,109.3,1/17/2023,Sumatera Utara,Trap,5.0,3,17,169,Reef Fish,Coral Reef,150000,Teluk Jakarta Zone G,-4.84266,127.424103,344,25.3,34.4,Nelayan_169,28,Motor Boat,4275,Maluku,LIC189469
4689,Sardine,9.66,41.6,5/23/2023,Papua,Hand Line,4.0,4,18,4,Freshwater Fish,Rivers/Lakes,45000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_004,29,Motor Boat,2303,Papua,LIC942039
4690,Tilapia,31.29,50.4,2/15/2023,Bali,Hand Line,5.0,2,6,408,Demersal Fish,Sea Bottom,120000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_408,26,Trawler,4590,Lampung,LIC112372
4691,Carp,11.37,48.9,9/16/2023,Jawa Barat,Hand Line,2.0,4,9,391,Freshwater Fish,Rivers/Lakes,45000,Laut Banda Zone I,5.850701,127.92157,3431,27.8,34.3,Nelayan_391,16,Traditional Boat,552,Kalimantan Selatan,LIC550790
4692,Cod,42.8,184.6,5/26/2023,Papua,Trawling,8.0,1,11,302,Pelagic Fish,Open Ocean,85000,Laut Banda Zone A,-8.540343,129.05869,1139,29.4,30.9,Nelayan_302,6,Trawler,2520,Lampung,LIC214467
4693,Halibut,48.66,151.6,11/29/2023,Jawa Barat,Hand Line,10.0,4,2,154,Freshwater Fish,Rivers/Lakes,45000,Laut Timor Zone B,-6.261366,116.469252,1153,29.3,33.6,Nelayan_154,11,Trawler,3589,Sulawesi Selatan,LIC418212
4694,Sea Bass,40.22,149.8,2/8/2023,Lampung,Long Line,10.0,3,18,427,Reef Fish,Coral Reef,150000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_427,31,Motor Boat,1753,Kalimantan Selatan,LIC366452
4695,Snapper,38.02,135.1,7/27/2023,Bali,Purse Seine,3.0,5,14,15,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone D,4.426029,112.995942,104,26.1,31.0,Nelayan_015,12,Traditional Boat,643,Sulawesi Selatan,LIC617594
4696,Grouper,6.34,175.3,3/7/2023,Sulawesi Selatan,Gill Net,6.0,3,19,348,Reef Fish,Coral Reef,150000,Laut Bali Zone I,-5.670297,111.70617,481,27.2,30.6,Nelayan_348,15,Trawler,2955,Sumatera Utara,LIC275479
4697,Yellowtail,22.33,138.1,6/21/2023,Lampung,Trap,1.0,3,10,334,Reef Fish,Coral Reef,150000,Laut Flores Zone J,2.90322,137.906112,3634,26.9,31.5,Nelayan_334,2,Motor Boat,771,Jawa Tengah,LIC779282
4698,Herring,12.58,97.1,8/17/2023,Jawa Tengah,Trawling,6.0,3,10,59,Reef Fish,Coral Reef,150000,Laut Flores Zone J,2.90322,137.906112,3634,26.9,31.5,Nelayan_059,27,Traditional Boat,3657,Kalimantan Selatan,LIC925573
4699,Sea Bass,40.62,80.1,2/6/2023,Papua,Hand Line,10.0,5,1,268,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_268,37,Trawler,4135,Sumatera Utara,LIC998253
4700,Trout,22.28,34.3,9/25/2023,Sulawesi Selatan,Long Line,8.0,4,4,395,Freshwater Fish,Rivers/Lakes,45000,Laut Jawa Zone D,-8.014815,100.237065,2780,29.8,33.5,Nelayan_395,38,Traditional Boat,3030,Jawa Barat,LIC847834
4701,Herring,25.94,130.5,3/26/2023,Kalimantan Selatan,Trap,5.0,1,3,352,Pelagic Fish,Open Ocean,85000,Laut Natuna Zone C,2.105336,123.630308,2780,26.0,33.8,Nelayan_352,25,Traditional Boat,2336,Jawa Timur,LIC862818
4702,Barramundi,17.67,29.1,11/4/2023,Jawa Barat,Trap,9.0,2,12,22,Demersal Fish,Sea Bottom,120000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_022,36,Fishing Vessel,1043,Jawa Tengah,LIC647879
4703,Tuna,34.22,30.6,1/29/2023,Jawa Barat,Gill Net,4.0,5,1,404,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_404,26,Trawler,2842,Jawa Timur,LIC668440
4704,Amberjack,7.68,35.9,1/6/2023,Bali,Hand Line,5.0,2,5,490,Demersal Fish,Sea Bottom,120000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_490,7,Motor Boat,2454,Maluku,LIC145273
4705,Sardine,49.16,17.8,9/9/2023,Sumatera Utara,Long Line,1.0,3,5,160,Reef Fish,Coral Reef,150000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_160,29,Fishing Vessel,737,Sulawesi Selatan,LIC759679
4706,Swordfish,15.44,38.3,6/18/2023,Bali,Hand Line,10.0,2,5,44,Demersal Fish,Sea Bottom,120000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_044,3,Traditional Boat,1498,Papua,LIC450637
4707,Trout,3.22,63.1,6/2/2023,Lampung,Purse Seine,1.0,2,12,309,Demersal Fish,Sea Bottom,120000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_309,9,Motor Boat,117,Bali,LIC321515
4708,Trout,2.31,158.1,4/23/2023,Jawa Barat,Trawling,10.0,5,14,110,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone D,4.426029,112.995942,104,26.1,31.0,Nelayan_110,33,Trawler,2506,Bali,LIC733418
4709,Yellowtail,22.1,51.6,6/17/2023,Maluku,Gill Net,8.0,4,14,70,Freshwater Fish,Rivers/Lakes,45000,Laut Flores Zone D,4.426029,112.995942,104,26.1,31.0,Nelayan_070,10,Fishing Vessel,1486,Bali,LIC135901
4710,Sea Bass,12.78,189.8,7/29/2023,Jawa Tengah,Trawling,3.0,1,3,66,Pelagic Fish,Open Ocean,85000,Laut Natuna Zone C,2.105336,123.630308,2780,26.0,33.8,Nelayan_066,18,Trawler,2159,Jawa Tengah,LIC148476
4711,Tuna,26.43,68.7,11/13/2023,Bali,Purse Seine,7.0,2,20,249,Demersal Fish,Sea Bottom,120000,Laut Natuna Zone J,4.826068,110.349063,59,28.7,31.0,Nelayan_249,15,Traditional Boat,1290,Jawa Tengah,LIC995790
4712,Grouper,2.03,81.9,7/10/2023,Lampung,Gill Net,8.0,1,9,151,Pelagic Fish,Open Ocean,85000,Laut Banda Zone I,5.850701,127.92157,3431,27.8,34.3,Nelayan_151,35,Traditional Boat,699,Sumatera Utara,LIC814209
4713,Pomfret,13.75,103.2,11/17/2023,Lampung,Trap,1.0,4,14,221,Freshwater Fish,Rivers/Lakes,45000,Laut Flores Zone D,4.426029,112.995942,104,26.1,31.0,Nelayan_221,39,Trawler,130,Jawa Tengah,LIC371414
4714,Flounder,35.81,97.7,3/30/2023,Maluku,Gill Net,10.0,4,8,312,Freshwater Fish,Rivers/Lakes,45000,Teluk Jakarta Zone H,2.416839,106.483533,62,29.3,30.4,Nelayan_312,23,Fishing Vessel,3968,Bali,LIC724039
4715,Catfish,30.59,183.7,3/11/2023,Jawa Tengah,Hand Line,7.0,3,3,395,Reef Fish,Coral Reef,150000,Laut Natuna Zone C,2.105336,123.630308,2780,26.0,33.8,Nelayan_395,38,Traditional Boat,3030,Jawa Barat,LIC847834
4716,Sole,23.71,35.4,6/4/2023,Sulawesi Selatan,Trawling,8.0,5,6,412,Anadromous Fish,Sea/Freshwater,200000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_412,25,Fishing Vessel,4268,Sulawesi Selatan,LIC319164
4717,Tuna,41.89,125.6,2/25/2023,Papua,Hand Line,9.0,4,17,29,Freshwater Fish,Rivers/Lakes,45000,Teluk Jakarta Zone G,-4.84266,127.424103,344,25.3,34.4,Nelayan_029,28,Trawler,1971,Jawa Tengah,LIC294395
4718,Snapper,10.72,110.1,12/29/2023,Sulawesi Selatan,Trap,7.0,1,11,322,Pelagic Fish,Open Ocean,85000,Laut Banda Zone A,-8.540343,129.05869,1139,29.4,30.9,Nelayan_322,35,Fishing Vessel,2249,Jawa Barat,LIC432598
4719,Cod,39.0,165.6,4/21/2023,Maluku,Long Line,3.0,2,19,414,Demersal Fish,Sea Bottom,120000,Laut Bali Zone I,-5.670297,111.70617,481,27.2,30.6,Nelayan_414,5,Motor Boat,1951,Jawa Barat,LIC876577
